1 'em	'em
1089 aigret	bot chua
1090 aigulet	agullet
1091 ailanthus	Alan vi vay
1092 ailantus	ailantus
1093 ailuroidea	ailuroidea
1094 aimed	nham vao
1095 aimless	khong muc dich
1096 aino	Aino
1097 air bed	giuong hoi
1098 air brake	phanh hoi
1099 air cell	Khong khi
1100 air chamber	buong phi cong
1101 air cock	voi hoi
1102 air engine	dong co khong khi
1103 air gas	khi gas
1104 air hole	lo thong gio
1105 air jacket	ao khoac khong khi
1106 air level	muc khong khi
1107 air pipe	ong dan khi
1108 air poise	khong khi dinh dac
1109 air pump	may bom khong khi
1110 air sac	tui khi
1111 air shaft	truc khong khi
1112 air stove	bep khong khi
1113 air vessel	tau hang khong
1114 air-built	xay dung tren khong
1115 air-drawn	keo bang khong khi
1116 aired	duoc phat song
1117 airing	phat song
1118 airless	khong co khong khi
1119 airling	airling
1120 airwards	bay tren khong
1121 ais	ais
1122 aitch	aitch
1123 aitchbone	Xuong chau
1124 aitiology	aitiology
1125 ajutage	Ajutage
1126 akimbo	cac buoc
1127 akinesia	akinesia
1128 akinesic	akinesic
1129 aknow	mot bi quyet
1130 al	al
1131 al-	al-
1132 al-phitomancy	al-phitomancy
1133 alabama period	thoi ky alabama
1134 alabastrian	alabastrian
1135 alabastrine	alabastrine
1136 alabastrum	alabaster
1137 alackaday	alackaday
1138 alacrify	alacrify
1139 aladinist	tu Aladdin
1140 alamire	buoi sang tot lanh
1141 alamodality	thuoc ve than phan
1142 alamode	alamode
1143 alamort	alamort
1144 alan	alan
1145 aland	mot vung dat
1146 alanine	alanin
1147 alantin	alantin
1148 alarm	bao thuc
1149 alarmedly	hoang hot
1150 alarming	dang bao dong
1151 alarmist	nguoi bao dong
1152 alary	alary
1153 alated	alated
1154 alatern	alatern
1155 alation	alation
1156 alaunt	alaunt
1157 albacore	albacore
1158 alban	alban
1159 albanian	nguoi albanian
1160 albata	Alba
1161 albatross	chim hai au
1162 albedo	albedo
1163 albertite	albertite
1164 albertype	albertype
1165 albescent	chung se chuyen sang mau trang
1166 albicant	chat lam co
1167 albicore	albicore
1168 albigensian	nguoi bach tang
1169 albigeois	Nguoi bach tang
1170 albinoism	benh bach tang
1171 albion	albion
1172 albite	albite
1173 albolith	albolith
1174 alborak	cac ben
1175 albugines	da nhot nhat
1176 albugo	albugo
1177 album graecum	Hy Lap trang
1178 albumen	albumen
1179 albumenized	albumezed
1180 albumin	albumin
1181 albuminate	albuminate
1182 albuminiferous	albuminiferous
1183 albuminimeter	albuminimeter
1184 albuminin	album
1185 albuminiparous	albuminiparous
1186 albuminoid	albuminoid
1187 albuminoidal	albuminoidal
1188 albuminous	albuminous
1189 albuminuria	albumin nieu
1190 albumose	trong cac anbom
1191 alburn	chay da
1192 albyn	Albin
1193 alcaic	alcaic
1194 alcalde	alkald
1195 alcanna	alcanna
1196 alcarraza	alcarraza
1197 alcarrazas	alcarrazas
1198 alcayde	alcayde
1199 alcazar	alcazar
1200 alchemic	chung thieu mau nao
1201 alchemize	gia kim thuat
1202 alchymist	Nha gia kim
1203 alchymy	thuat gia kim
1204 alcohate	alcolat
1205 alcoholic	ke nghien ruou
1206 alcoholization	ruou hoa
1207 alcoholized	con hoa
1208 alcoholizing	nghien ruou
1209 alcohometer	may do do con
1210 alcoometry	do do con
1211 alcoranic	Kinh Koranic
1212 alcoranist	Koranist
1213 alcove	hoc tuong
1214 alcyon	alcyon
1215 alcyonacea	alcyonacea
1216 alcyonaria	alcyonaria
1217 alcyonic	alcyonic
1218 alcyonoid	alcyonoid
1219 aldebaran	aldebaran
1220 aldehydic	andehit
1221 alder-liefest	tinh yeu tuoi tac
1222 aldermancy	aldermancy
1223 aldermanic	aldermanic
1224 aldermanity	aldermanity
1225 aldermanlike	giong nhu nguoi lai xe
1226 aldermanry	nghe lam nghe buon ban thit bo
1227 aldermanship	nghe lam ky thuat vien
1228 aldermen	aldermen
1229 aldern	aldern
1230 alderney	alderney
1231 ale silver	nhung bac
1232 ale-knight	hiep si ale
1233 aleberry	aleberry
1234 aleconner	aleconner
1235 alecost	alecost
1236 alectorides	alectorides
1237 alectoromachy	alectoromachy
1238 alectoromancy	alectoromancy
1239 alectryom'achy	alectryom'achy
1240 alectryomancy	phong thuy dien
1241 alehouse	alehouse
1242 alemannic	alemannic
1243 alembic	alembic
1244 alembroth	alembroth
1245 alength	mot chieu dai
1246 alepidote	alepidote
1247 alepole	alepole
1248 alert	bao dong
1249 alestake	alestake
1250 alethiology	alethiology
1251 alethoscope	kinh soi duong
1252 aleurometer	aleurometer
1253 aleurone	aleurone
1254 aleuronic	aleuronic
1255 aleutian	aleutian
1256 aleutic	aleutic
1257 alevin	alevin
1258 alewife	ba vo
1259 alexanders	Cua Alexander
1260 alexandrian	alexandrian
1261 alexandrine	alexandrine
1262 alexipharmac	alexipharmac
1263 alexipharmacal	alexipharmacal
1264 alexipharmic	alexipharmic
1265 alexipharmical	alexipharmical
1266 alexipyretic	alexipyretic
1267 alexiteric	alexiteric
1268 alexiterical	alexiterical
1269 alfa	alfa
1270 alfa grass	co alfa
1271 alfenide	alfenide
1272 alfet	alfet
1273 alfilaria	alfilaria
1274 alfione	alfione
1275 alfresco	alfresco
1276 alga	alga
1277 algaroth	algaroth
1278 algarovilla	algarovilla
1279 algates	algates
1280 algazel	algazel
1281 algebra	dai so hoc
1282 algebraically	ve mat dai so
1283 algebraist	nha dai so
1284 algebraize	dai so
1285 algerian	nguoi algerian
1286 algerine	algerine
1287 algidity	algidity
1288 algidness	algidness
1289 algific	algific
1290 algologist	nha gia kim thuat
1291 algonkin	algonkin
1292 algonquin	algonquin
1293 algor	algor
1294 algorism	thuat gia danh
1295 alguazil	alguazil
1296 alhambra	alhambra
1297 alhambraic	alhambraic
1298 alhambresque	alhambresque
1299 alibi	bang chung ngoai pham
1300 alienable	co the xa lanh
1301 alienism	chu nghia xa la
1302 alienist	nguoi ngoai hanh tinh
1303 alienor	Toi xa lanh
1304 aliethmoid	aliethmoid
1305 aliethmoidal	aliethmoidal
1306 alife	mot cuoc song
1307 aliferous	thuoc ve ho
1308 aligerous	mau beige
1309 align	can chinh
1310 alilonghi	no khong tot
1311 alimental	thuoc ve bi mat
1312 alimentariness	do chua
1313 alimony	tien cap duong
1314 alinasal	alinasal
1315 aline	aline
1316 alineation	alineation
1317 aliner	aliner
1318 alioth	alioth
1319 aliped	aliped
1320 aliquot	aliquot
1321 alisanders	alisanders
1322 aliseptal	aliseptal
1323 alisphenoid	alisphenoid
1324 alisphenoidal	alisphenoidal
1325 alitrunk	alitrunk
1326 aliunde	tu mot noi khac
1327 alizarin	alizarin
1328 alkalamide	alkamide
1329 alkalifiable	co the kiem hoa
1330 alkalimeter	may do do kiem
1331 alkalimetry	phep do kiem
1332 alkalinity	do kiem
1333 alkalious	co tinh kiem
1334 alkalizate	chat kiem hoa
1335 alkalizing	kiem hoa
1336 alkaloid	ancaloit
1337 alkaloidal	voi alkaloid
1338 alkanet	ankan
1339 alkargen	alkargen
1340 alkarsin	alkarsin
1341 alkazar	Alcazar
1342 alkekengi	Toi khong quan tam
1343 alkermes	alkermes
1344 alkoran	alkoran
1345 alkoranic	alkoranic
1346 alkoranist	tu Alkoran
1347 all fools' day	Ngay Ca thang Tu
1348 all saints'	tat ca cac vi thanh
1349 all souls' day	ngay cua tat ca cac linh hon
1350 all-hail	muon nam
1351 all-possessed	so huu tat ca
1352 allah	allah
1353 allanite	ban dang di xuong
1354 allantoic	allantoic
1355 allantoid	allantoid
1356 allantoidal	allantoidal
1357 allantoidea	allantoea
1358 allantoin	allantoin
1359 allantois	allantois
1360 allayed	lam day du
1361 allecret	Co vu
1362 alledge	alledge
1363 allegeance	su cao buoc
1364 alleged	bi cao buoc
1365 alleging	cao buoc
1366 allegories	nhung cau chuyen ngu ngon
1367 allegorized	duoc phan loai
1368 allegory	cau chuyen ngu ngon
1369 allegretto	allegretto
1370 allegro	allegro
1371 alleluia	alleluia
1372 alleluiah	Khong duoc viet
1373 alleyed	Tay
1374 alleyway	duong hem
1375 allfours	allfours
1376 allhallond	allhallond
1377 allhallow	allhallow
1378 allhallow eve	allhallow dem truoc
1379 allhallowmas	allhallowmas
1380 allhallown	allhallown
1381 allhallows	allhallows
1382 allhallowtide	allhallowtide
1383 allheal	tong the
1384 alliant	nguoi thich
1385 allice	allice
1386 allis	tat ca la
1387 alliteral	alliteral
1388 alliteration	phep diep am
1389 allmouth	allmouth
1390 allness	tat ca
1391 allnight	suot dem
1392 allocatur	duoc giai quyet
1393 allochroic	allochroic
1394 allochroite	allochroite
1395 allod	allod
1396 allodial	allodial
1397 allodialism	thuyet van vat
1398 allodialist	nguoi theo thuyet van vat
1399 allodiary	allodiary
1400 allogamy	allogs
1401 allograph	allograph
1402 allomerism	chu nghia dong dang
1403 allomerous	co tinh di thuong
1404 allomorph	allomorph
1405 allomorphism	su da hinh
1406 allonymous	dong danh
1407 allopath	allopath
1408 allopathically	ve mat vat ly
1409 allopathist	allopathist
1410 allopathy	benh di ung
1411 allophylian	allophylian
1412 allophylic	allophylic
1413 alloquy	dia chi
1414 allotriophagy	allotriophagy
1415 allotropic	di huong
1416 allotropical	toan nhiet doi
1417 allotropicity	tinh di huong
1418 allotropism	thuyet di duong
1419 allotropize	no da thay doi
1420 allotropy	allotropy
1421 allottable	co the dong chai
1422 allottee	nguoi giao khoan
1423 allotter	nguoi phan bo
1424 alloxan	alloxan
1425 alloxanate	alloxanate
1426 alloxanic	alloxanic
1427 alloxantin	alloxantin
1428 alloyage	hop kim
1429 alloying	hop kim hoa
1430 allthing	Mọi thu
1431 alluded	noi bong noi gio
1432 alluminor	aluminor
1433 alluvia	alluvia
1434 allwhere	o khap moi noi
1435 allwork	tat ca cong viec
1436 allyl	allyl
1437 allylene	allylene
1438 alma	alma
1439 almagest	dep nhat
1440 almagra	almagra
1441 almah	almah
1442 almandine	almandine
1443 almeh	noi dau cua anh ay
1444 almendron	almendron
1445 almery	almery
1446 almesse	almesse
1447 almner	almner
1448 almond furnace	lo hanh nhan
1449 almondine	hanh nhan
1450 almonry	almonry
1451 almsdeed	nguoi tra tien
1452 almsfolk	almsfolk
1453 almsgiver	nguoi bo thi
1454 almsgiving	bo thi
1455 almucantar	almucantar
1456 almude	Almude
1457 alnage	alnage
1458 alnager	alnager
1459 aloe	Nha dam
1460 aloes	aloes
1461 aloes wood	go aloes
1462 aloetic	aloetic
1463 aloft	tren cao
1464 alogian	alogia
1465 alogy	alogy
1466 aloin	toi da bat dau
1467 alongshore	doc theo bo bien
1468 alongst	doc theo
1469 aloof	dung cach xa
1470 alopecia	rung toc tung mang
1471 alopecist	nguoi nuoi chim an thit
1472 alopecy	alopecy
1473 alouatte	alouette
1474 alow	Nao
1475 alp	alp
1476 alpaca	alpaca
1477 alpen	Alps
1478 alpenstock	alpenstock
1479 alpestrine	alpestrine
1480 alpha	alpha
1481 alphabetically	theo thu tu bang chu cai
1482 alphabetize	sap xep theo thu tu bang chu cai
1483 alphonsine	Alphonse
1484 alpia	alpia
1485 alpigene	Alpigene
1486 alpine	nui cao
1487 alpist	alpist
1488 alsatian	alsatian
1489 alsike	alsike
1490 altaian	o vung cao
1491 altarist	tu ban tho
1492 altazimuth	altazimuth
1493 altern	su lao hoa
1494 alternate	Luan phien
1495 alternatively	cach khac
1496 althaea	althaea
1497 althea	althea
1498 altheine	altheine
1499 altho	altho
1500 althorn	althorn
1501 altiloquence	thuat toan
1502 altimetry	do do cao
1503 altincar	altincar
1504 altiscope	altiscope
1505 altisonant	altisonant
1506 altisonous	altisonous
1507 altissimo	rat cao
1508 altitudinarian	altitudinarian
1509 alto-relievo	alto-Relevo
1510 alto-rilievo	cuu tro cao
1511 alto-rilievos	phu dieu cao
1512 altrices	altrices
1513 altruism	long vi tha
1514 aludel	aludel
1515 alula	ho khong de dang
1516 alular	alular
1517 alum root	goc phen
1518 alum shale	da phien phen
1519 alum stone	da phen
1520 alumina	alumin
1521 aluminate	aluminat
1522 aluminated	bi nhiem phen
1523 aluminic	aluminic
1524 aluminiferous	thuoc ve phen
1525 aluminiform	aluminiform
1526 aluminize	khu phen
1527 aluminum	nhom
1528 alumna	alumna
1529 alumnae	alumnae
1530 alumni	cuu sinh vien
1531 alunogen	alunogen
1532 alveary	alveary
1533 alveated	duoc tha
1534 alvei	long song
1535 alveolate	lam nho lai
1536 alveoliform	dang phe nang
1537 alveolus	phe nang
1538 alvine	alvine
1539 alyssum	alyssum
1540 amacratic	amacrate
1541 amadavat	amdavat
1542 amadou	amadou
1543 amalgama	hon hong
1544 amalgamator	amalgamator
1545 amandine	qua hanh
1546 amanitine	amanitine
1547 amanuensis	amanuensis
1548 amaracus	amaracus
1549 amaranthine	amaranthine
1550 amaranthus	rau den
1551 amarine	Nguoi Amerindian
1552 amaryllidaceous	amaryllidaceous
1553 amaryllideous	amaryllideous
1554 amaryllis	amaryllis
1555 amassette	amassette
1556 amasthenic	chung nhuoc co
1557 amative	amative
1558 amativeness	su am hieu
1559 amatorial	amatorial
1560 amatorian	amatorian
1561 amaurosis	chung hu hai
1562 amaurotic	amaurotic
1563 amazon	amazon
1564 amazon stone	da amazon
1565 amazonian	nguoi amazon
1566 amazonite	amazonite
1567 amber fish	ca ho phach
1568 amber room	phong ho phach
1569 amber seed	hat ho phach
1570 amber tree	cay ho phach
1571 ambergrease	ambergrease
1572 ambergris	long dien huong
1573 ambes-as	tham vong-nhu
1574 ambi-	ambi-
1575 ambidexter	ambidexter
1576 ambidextrousness	thuan ca hai tay
1577 ambigenous	moi truong xung quanh
1578 ambit	ambit
1579 ambitionist	nguoi theo chu nghia tham vong
1580 ambitionless	khong tham vong
1581 amble	di thong tha
1582 ambled	mai phuc
1583 ambler	ambler
1584 amblingly	amblingly
1585 amblotic	amblotic
1586 amblygon	amblygon
1587 amblyopia	giam thi luc
1588 amblyopic	di ung co
1589 amblyopy	amblyopy
1590 amblypoda	amblypoda
1591 ambon	Ambon
1592 amboyna wood	go amboyna
1593 ambreic	ambreic
1594 ambrose	ambrose
1595 ambrosiac	ambrosiac
1596 ambrosial	ambrosial
1597 ambrosin	Ambrosian
1598 ambrotype	ambrotype
1599 ambs-ace	ambs-ace
1600 ambulation	su xung kich
1601 ambulatorial	benh nhan ngoai tru
1602 ambulatory	xe cuu thuong
1603 ambury	tham vong
1604 ambusher	nguoi phuc kich
1605 ambushment	su phuc kich
1606 amebean	trong amip
1607 ameer	ameer
1608 ameliorable	co the cai thien duoc
1609 ameliorator	ameliorator
1610 amen	amen
1611 amenability	su thich nghi
1612 amenableness	tinh de chiu
1613 amenage	Hoan thanh
1614 amenorrhoeal	vo kinh
1615 amenta	amenta
1616 amentiferous	amentiferous
1617 amentiform	amentiform
1618 amenuse	anh ay da ngui thay
1619 amercer	phuc kich
1620 amerciament	amerciament
1621 american	Nguoi My
1622 americanism	chu nghia my
1623 americanization	My hoa
1624 americanizing	my hoa
1625 ames-ace	ames-ace
1626 amess	mot mo hon don
1627 ametabola	ametabola
1628 amethyst	thach anh tim
1629 amethystine	amethystine
1630 ametropia	ametropia
1631 amharic	amharic
1632 amia	amia
1633 amianth	amianth
1634 amianthiform	amianthiform
1635 amianthoid	amianthoid
1636 amianthus	amianthus
1637 amide	amide
1638 amidin	giua chung ta
1639 amidogen	amidogen
1640 amine	amin
1641 amioid	amioid
1642 amioidei	amyoid
1643 ammite	ammite
1644 ammodyte	ammodyte
1645 ammonia	amoniac
1646 ammoniac	ammoniac
1647 ammoniacal	ammoniacal
1648 ammoniated	lam hai hoa
1649 ammonic	ammonic
1650 ammonite	amonite
1651 ammonitiferous	ammonitiferous
1652 ammonitoidea	ammonitoidea
1653 ammonium	amoni
1654 amnestic	chung hay quen
1655 amnestied	quen lang
1656 amnicolist	amnicolist
1657 amnion	amnion
1658 amniotic	nuoc oi
1659 amoebas	amoebas
1660 amoebean	amip
1661 amoebian	amoebian
1662 amoebiform	amoebiform
1663 amoeboid	amoeboid
1664 amoebous	amoebous
1665 amontillado	amontillado
1666 amophorae	amophorae
1667 amoret	amoret
1668 amorette	amorette
1669 amorist	amorist
1670 amort	anh ta chet
1671 amortizable	co the khau hao
1672 amovable	co the di chuyen duoc
1673 ampelite	ampelite
1674 ampere	ampe
1675 amperemeter	ampe ke
1676 amperometer	amperometer
1677 ampersand	dau va
1678 amphiaster	amphiaster
1679 amphibiotica	amphibiotica
1680 amphiblastic	chat luong cu
1681 amphibole	amphibole
1682 amphibology	dong vat luong cu
1683 amphiboly	amphiboly
1684 amphibrach	amphibrach
1685 amphicoelian	amphicoelias
1686 amphicome	amphicome
1687 amphictyonic	amphictyonic
1688 amphictyonies	amphictyonies
1689 amphictyons	amphictyons
1690 amphictyony	amphictyony
1691 amphid	amphid
1692 amphidisc	amphidisc
1693 amphidromical	amphidromical
1694 amphigean	amphigean
1695 amphigene	amphigene
1696 amphigenesis	sinh vat luong tinh
1697 amphigony	amphigony
1698 amphilogism	thuyet luong tinh
1699 amphimacer	amphimacer
1700 amphineura	amphineura
1701 amphioxus	amphioxus
1702 amphipneust	amphipneust
1703 amphipoda	amphipoda
1704 amphipodan	amphipodan
1705 amphipodous	amphipods
1706 amphiprostyle	amphiprostyle
1707 amphirhina	amphirhina
1708 amphisbaena	amphisbaena
1709 amphisbaenoid	amphisbaenoid
1710 amphiscii	amphiscii
1711 amphistylic	amphistylic
1712 amphitheatrically	giang day
1713 amphitrocha	amphitrocha
1714 amphopeptone	amphopeptone
1715 amphora	amphora
1716 ample	Phong phu
1717 ampleness	su doi dao
1718 amplexicaul	amplexicaul
1719 amplifier	bo khuech dai
1720 amplifying	khuech dai
1721 amplitude	bien do
1722 amply	amply
1723 ampulla	ampulla
1724 ampullaceous	co than minh
1725 ampullar	ong thuoc
1726 ampullary	ong cut
1727 ampulliform	ampulliform
1728 amputate	cua di
1729 amputated	bi cat cut
1730 amputation	cat cut chan
1731 amputator	nguoi cat cut chan
1732 ampyx	ampyx
1733 amrita	amrita
1734 amurcous	amurcous
1735 amusette	amusette
1736 amy	amy
1737 amyelous	amyelos
1738 amygdalaceous	amygdalaceous
1739 amygdalate	amygdalate
1740 amygdalic	amygdalic
1741 amygdaliferous	mang amidan
1742 amygdalin	amygdalin
1743 amygdaline	amygdaline
1744 amygdaloid	amygdaloid
1745 amygdaloidal	amygdaloidal
1746 amyl	amyl
1747 amylaceous	amylaceous
1748 amylate	amylate
1749 amylene	amylene
1750 amylic	amylic
1751 amylobacter	amylobacter
1752 amyloid	amyloid
1753 amyloidal	amyloidal
1754 amylolytic	amylolytic
1755 amyous	amyous
1756 amyss	amyss
1757 amzel	amzel
1758 an 't	va 't
1759 ana-	anh ta-
1760 anabaptist	nguoi theo chu nghia anabaptist
1761 anabaptistical	phan nghe thuat
1762 anabaptistry	anabaptistry
1763 anabas	Tai nan
1764 anabasis	anabasis
1765 anabatic	anabatic
1766 anacamptic	anacamptic
1767 anacamptics	anacamptics
1768 anacanthini	anacanthini
1769 anacanthous	anacanthous
1770 anacanths	anacanths
1771 anacardiaceous	anacardiaceous
1772 anacardic	anacardic
1773 anacardium	anicardium
1774 anacathartic	anacathartic
1775 anachoret	khong tham dinh
1776 anachronic	anachronic
1777 anachronism	thuyet anachronism
1778 anachronistic	phan thoi dai
1779 anaclastic	anaclastic
1780 anacoenosis	chung anacoenosis
1781 anacoluthic	anacoluthic
1782 anacoluthon	anacoluthon
1783 anaconda	anaconda
1784 anacreontic	phong luu
1785 anacrotic	anacrotic
1786 anacrotism	chu nghia tuong tu
1787 anacrusis	anacrusis
1788 anadromous	anadromous
1789 anaerobiotic	yem khi
1790 anaglyph	anaglyph
1791 anaglyptic	anaglyptic
1792 anaglyptics	anaglyptics
1793 anaglyptograph	chu ky tu
1794 anaglyptographic	gia chu
1795 anagoge	Anh ta da ngu
1796 anagogic	phan ly tri
1797 anagogy	anagogy
1798 anagram	dao chu
1799 anagrammatism	phep dao ngu
1800 anagrammatist	nha van hoc dao ngu
1801 anagrammatize	anh ay da dao ngu
1802 anakim	con trai cua ban
1803 anaks	Anax
1804 analcime	analcime
1805 analectic	analectic
1806 analemma	suy thoai luong nan
1807 analgesia	giam dau
1808 anallantoic	anallantoic
1809 anallantoidea	anallantoidea
1810 analogical	loai suy
1811 analogicalness	su tuong tu
1812 analogies	phep loai suy
1813 analogism	thuyet tuong tu
1814 analogist	nguoi theo chu nghia tuong tu
